Locality,BHK,Bathrooms,Area (SqFt),Rent (INR/month),Rent/SqFt,Property Type,Furnishing,City,Source
Mehindipatnam,2.0,2.0,1110.0,31000.0,28.06,Villa,Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1190.0,33500.0,28.36,Apartment,Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1240.0,35500.0,28.65,Apartment,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1290.0,36000.0,28.0,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,1.0,1.0,1130.0,34500.0,30.68,Apartment,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,1.0,1.0,1060.0,32500.0,30.43,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1230.0,36000.0,29.42,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1200.0,32000.0,26.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1460.0,44000.0,30.05,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,4.0,3.0,1560.0,42500.0,27.19,Apartment,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1590.0,44000.0,27.6,Apartment,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,4.0,3.0,1650.0,45000.0,27.14,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1170.0,33500.0,28.56,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1290.0,34500.0,26.91,Independent House,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,1.0,1.0,860.0,26500.0,30.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1140.0,32000.0,27.99,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1370.0,39500.0,28.76,Apartment,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1180.0,34000.0,28.81,Independent House,Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1420.0,41500.0,29.05,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1260.0,37000.0,29.56,Apartment,Unfurnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1250.0,36500.0,29.09,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,2.0,2.0,1200.0,36500.0,30.22,Apartment,Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1400.0,39000.0,28.0,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mehindipatnam,3.0,2.0,1370.0,37500.0,27.49,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,4.0,3.0,1750.0,25000.0,14.28,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1520.0,24500.0,16.02,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1490.0,21000.0,14.01,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1800.0,25000.0,13.99,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1600.0,23500.0,14.61,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1760.0,30500.0,17.33,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1770.0,26000.0,14.78,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,4.0,3.0,1920.0,27500.0,14.44,Villa,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1490.0,24000.0,16.25,Villa,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1390.0,21500.0,15.39,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1630.0,23500.0,14.44,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1390.0,19500.0,14.07,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,4.0,3.0,1910.0,28000.0,14.75,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1560.0,24000.0,15.34,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,1.0,1.0,1380.0,23000.0,16.63,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1670.0,24500.0,14.76,Independent House,Unfurnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1330.0,18500.0,14.06,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1730.0,23000.0,13.23,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1790.0,26500.0,14.82,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,1.0,1.0,1270.0,18500.0,14.41,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1640.0,23000.0,13.94,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1380.0,21000.0,15.06,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1620.0,25500.0,15.64,Apartment,Furnished,Hyderabad,Synthetic
Mettuguda,4.0,3.0,1970.0,24000.0,12.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1420.0,21500.0,15.13,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,4.0,3.0,1900.0,29000.0,15.15,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,3.0,2.0,1620.0,24000.0,14.75,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mettuguda,2.0,2.0,1530.0,22500.0,14.75,Apartment,Unfurnished,Hyderabad,Synthetic
Mettuguda,1.0,1.0,1280.0,21000.0,16.51,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,4.0,3.0,1740.0,20000.0,11.37,Independent House,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1350.0,17500.0,12.93,Apartment,Unfurnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1220.0,14500.0,11.82,Villa,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1560.0,19000.0,12.16,Apartment,Unfurnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1530.0,19000.0,12.26,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1130.0,15500.0,13.78,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1250.0,16000.0,12.75,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1380.0,18000.0,13.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1070.0,14500.0,13.42,Villa,Semi-Furnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1330.0,17500.0,13.3,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1390.0,19500.0,14.13,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1410.0,17500.0,12.57,Independent House,Unfurnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1600.0,21500.0,13.36,Apartment,Unfurnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1410.0,20000.0,14.05,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1380.0,17000.0,12.47,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,1.0,1.0,1090.0,16000.0,14.84,Independent House,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1420.0,17000.0,11.81,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1590.0,19000.0,11.81,Apartment,Unfurnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1270.0,18500.0,14.56,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mitapur,4.0,3.0,1530.0,19500.0,12.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1230.0,14500.0,11.84,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,4.0,3.0,1680.0,21500.0,12.77,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1600.0,22500.0,14.1,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,4.0,3.0,1630.0,19500.0,11.9,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,1.0,1.0,1090.0,14500.0,13.24,Villa,Unfurnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1170.0,15500.0,13.24,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,1.0,1.0,1190.0,17500.0,14.75,Villa,Furnished,Hyderabad,Synthetic
Mitapur,2.0,2.0,1200.0,15500.0,12.92,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1360.0,18500.0,13.56,Apartment,Furnished,Hyderabad,Synthetic
Mitapur,3.0,2.0,1470.0,18000.0,12.32,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1620.0,24000.0,14.7,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1500.0,20500.0,13.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1780.0,21500.0,12.01,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,2250.0,30500.0,13.63,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1870.0,22000.0,11.73,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur,4.0,3.0,1620.0,19500.0,11.91,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1590.0,22000.0,13.92,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1670.0,21500.0,13.01,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,4.0,3.0,2490.0,33000.0,13.27,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1510.0,18500.0,12.29,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,4.0,3.0,1870.0,20500.0,10.91,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,920.0,10500.0,11.64,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,4.0,3.0,1650.0,21500.0,12.94,Independent House,Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1140.0,13500.0,11.69,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1870.0,23500.0,12.62,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1820.0,26000.0,14.3,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1610.0,19000.0,11.79,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1940.0,25500.0,13.03,Independent House,Semi-Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1830.0,21500.0,11.69,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,870.0,10500.0,11.96,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,1.0,1.0,670.0,9000.0,13.08,Villa,Semi-Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1690.0,22500.0,13.25,Independent House,Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,2120.0,26500.0,12.52,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1690.0,21500.0,12.8,Apartment,Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1940.0,21500.0,11.1,Independent House,Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1630.0,21000.0,12.89,Independent House,Furnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1180.0,15000.0,12.84,Independent House,Semi-Furnished,Hyderabad,Synthetic
Miyapur,3.0,2.0,1360.0,17000.0,12.38,Villa,Unfurnished,Hyderabad,Synthetic
Miyapur,2.0,2.0,1210.0,14500.0,11.87,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur,4.0,3.0,1970.0,21500.0,11.04,Independent House,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1410.0,20500.0,14.61,Apartment,Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1520.0,20500.0,13.53,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1400.0,21000.0,15.16,Independent House,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,4.0,3.0,1830.0,27500.0,14.9,Villa,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1480.0,22000.0,14.92,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1290.0,20500.0,15.74,Apartment,Furnished,Hyderabad,Synthetic
Miyapur ground floor,1.0,1.0,1170.0,17000.0,14.61,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1500.0,23000.0,15.27,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1550.0,21500.0,13.72,Apartment,Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1240.0,17500.0,14.15,Independent House,Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1340.0,21500.0,16.05,Apartment,Furnished,Hyderabad,Synthetic
Miyapur ground floor,4.0,3.0,1630.0,23000.0,14.24,Independent House,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1170.0,18000.0,15.2,Apartment,Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1320.0,18000.0,13.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1290.0,19500.0,14.94,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1700.0,24000.0,14.15,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1530.0,21500.0,14.21,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1340.0,18500.0,13.94,Apartment,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1380.0,19000.0,13.62,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1430.0,22000.0,15.31,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1570.0,22000.0,14.11,Villa,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1540.0,20500.0,13.41,Independent House,Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1580.0,22500.0,14.3,Villa,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1210.0,18500.0,15.09,Independent House,Unfurnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1460.0,20500.0,13.89,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1420.0,19500.0,13.76,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1530.0,22500.0,14.71,Apartment,Semi-Furnished,Hyderabad,Synthetic
Miyapur ground floor,3.0,2.0,1790.0,26000.0,14.48,Apartment,Furnished,Hyderabad,Synthetic
Miyapur ground floor,2.0,2.0,1410.0,20000.0,14.25,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,1.0,1.0,1120.0,12000.0,10.7,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1340.0,14500.0,10.77,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,910.0,10500.0,11.45,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1190.0,13000.0,10.77,Apartment,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1570.0,16000.0,10.2,Independent House,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1340.0,13000.0,9.78,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1300.0,14000.0,10.68,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1610.0,16500.0,10.4,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1740.0,18500.0,10.68,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1430.0,15500.0,10.75,Villa,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,670.0,7000.0,10.75,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,680.0,7000.0,10.25,Apartment,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1660.0,16500.0,10.02,Independent House,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1290.0,13500.0,10.4,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,1.0,1.0,1000.0,11000.0,11.05,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,4.0,3.0,1340.0,13500.0,10.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1200.0,13500.0,11.25,Apartment,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,820.0,9000.0,10.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1730.0,19000.0,11.02,Villa,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1580.0,16500.0,10.31,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1350.0,14500.0,10.56,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1000.0,10500.0,10.56,Apartment,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1530.0,15000.0,9.69,Independent House,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,4.0,3.0,1400.0,14000.0,10.06,Apartment,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1240.0,14500.0,11.64,Independent House,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1360.0,14000.0,10.31,Apartment,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,4.0,3.0,1460.0,15000.0,10.24,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,4.0,3.0,1240.0,12000.0,9.57,Independent House,Furnished,Hyderabad,Synthetic
Modi Emerald Heights,2.0,2.0,1030.0,11500.0,11.15,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Emerald Heights,3.0,2.0,1470.0,14500.0,10.03,Independent House,Unfurnished,Hyderabad,Synthetic
Modi Splendour,4.0,3.0,2320.0,19000.0,8.23,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1970.0,17500.0,8.78,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1940.0,16000.0,8.34,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2130.0,17500.0,8.31,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1990.0,19000.0,9.46,Independent House,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2190.0,18000.0,8.12,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2140.0,19500.0,9.0,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2110.0,17000.0,8.12,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1870.0,16500.0,8.81,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1910.0,18000.0,9.43,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2050.0,17000.0,8.23,Independent House,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,2000.0,18000.0,8.95,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,1.0,1.0,1750.0,17000.0,9.81,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,4.0,3.0,2360.0,20000.0,8.53,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1920.0,17000.0,8.88,Independent House,Unfurnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2140.0,18500.0,8.7,Independent House,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1850.0,16500.0,8.92,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1840.0,16500.0,8.94,Independent House,Furnished,Hyderabad,Synthetic
Modi Splendour,4.0,3.0,2340.0,20000.0,8.48,Independent House,Unfurnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2060.0,17500.0,8.52,Independent House,Furnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2100.0,18000.0,8.68,Independent House,Furnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,1990.0,17000.0,8.45,Villa,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,4.0,3.0,2330.0,19000.0,8.23,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2180.0,18500.0,8.44,Villa,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,1.0,1.0,1780.0,16000.0,8.85,Apartment,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,4.0,3.0,2200.0,17000.0,7.74,Apartment,Unfurnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,2000.0,19000.0,9.55,Apartment,Furnished,Hyderabad,Synthetic
Modi Splendour,2.0,2.0,1890.0,16500.0,8.76,Independent House,Semi-Furnished,Hyderabad,Synthetic
Modi Splendour,3.0,2.0,2210.0,19000.0,8.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1370.0,33000.0,24.04,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1740.0,34500.0,19.92,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1310.0,31500.0,23.97,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1620.0,36500.0,22.46,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1430.0,33000.0,23.05,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1600.0,37500.0,23.32,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1440.0,38000.0,26.37,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1830.0,39000.0,21.24,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1360.0,33000.0,24.16,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,1.0,1.0,1070.0,26500.0,24.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1450.0,35000.0,24.24,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1740.0,37500.0,21.46,Villa,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1590.0,35500.0,22.27,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1500.0,34000.0,22.78,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1580.0,36500.0,23.26,Independent House,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1800.0,40000.0,22.14,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1570.0,34500.0,21.97,Villa,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1760.0,39500.0,22.58,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1560.0,37000.0,23.6,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1560.0,38000.0,24.24,Villa,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1630.0,36500.0,22.51,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1720.0,39500.0,23.06,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1740.0,40000.0,23.03,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1760.0,36500.0,20.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1490.0,34000.0,22.69,Apartment,Unfurnished,Hyderabad,Synthetic
Mohans Sai Signature,2.0,2.0,1240.0,29000.0,23.58,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1800.0,41000.0,22.74,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,3.0,2.0,1400.0,33500.0,24.08,Apartment,Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1620.0,36500.0,22.55,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mohans Sai Signature,4.0,3.0,1800.0,39000.0,21.64,Villa,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2330.0,40500.0,17.29,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,2.0,2.0,2310.0,46500.0,20.09,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,4.0,3.0,2410.0,43000.0,17.89,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2440.0,43000.0,17.69,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,1.0,1.0,2000.0,36000.0,17.97,Independent House,Furnished,Hyderabad,Synthetic
Moosapet,2.0,2.0,2070.0,42000.0,20.3,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2490.0,47500.0,19.02,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2240.0,40000.0,17.8,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2280.0,40000.0,17.63,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,1.0,1.0,1810.0,35000.0,19.42,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,2.0,2.0,2240.0,39500.0,17.64,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2440.0,44500.0,18.15,Apartment,Furnished,Hyderabad,Synthetic
Moosapet,2.0,2.0,2070.0,37000.0,17.93,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,1.0,1.0,1940.0,38500.0,19.79,Independent House,Unfurnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2260.0,39000.0,17.22,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2270.0,41500.0,18.33,Apartment,Furnished,Hyderabad,Synthetic
Moosapet,1.0,1.0,1880.0,34500.0,18.34,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2230.0,41000.0,18.43,Independent House,Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2280.0,42000.0,18.33,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,4.0,3.0,2660.0,46000.0,17.25,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosapet,2.0,2.0,2030.0,39500.0,19.42,Apartment,Furnished,Hyderabad,Synthetic
