Locality,BHK,Bathrooms,Area (SqFt),Rent (INR/month),Rent/SqFt,Property Type,Furnishing,City,Source
Moosapet,1.0,1.0,2070.0,38000.0,18.36,Apartment,Furnished,Hyderabad,Synthetic
Moosapet,4.0,3.0,2630.0,46000.0,17.58,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,4.0,3.0,2730.0,53000.0,19.33,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2260.0,40500.0,17.82,Apartment,Unfurnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2130.0,39000.0,18.42,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moosapet,4.0,3.0,2600.0,46500.0,17.97,Apartment,Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2370.0,44000.0,18.49,Independent House,Unfurnished,Hyderabad,Synthetic
Moosapet,2.0,2.0,2210.0,40000.0,18.0,Apartment,Furnished,Hyderabad,Synthetic
Moosapet,3.0,2.0,2400.0,45500.0,19.06,Apartment,Unfurnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1230.0,17000.0,13.75,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1260.0,17000.0,13.66,Apartment,Furnished,Hyderabad,Synthetic
Moosarambagh,1.0,1.0,890.0,12000.0,13.75,Apartment,Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1130.0,15000.0,13.26,Apartment,Unfurnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,980.0,14000.0,14.25,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1180.0,16000.0,13.52,Apartment,Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1250.0,16000.0,12.76,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1160.0,15500.0,13.43,Independent House,Unfurnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1140.0,14500.0,12.77,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1000.0,13500.0,13.38,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,4.0,3.0,1560.0,20500.0,13.05,Apartment,Unfurnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1140.0,16000.0,14.13,Villa,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1440.0,19500.0,13.66,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1220.0,15500.0,12.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1390.0,19000.0,13.64,Apartment,Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1050.0,14000.0,13.44,Apartment,Unfurnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1360.0,16000.0,11.85,Apartment,Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1250.0,17000.0,13.7,Apartment,Unfurnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1220.0,17000.0,13.95,Apartment,Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1500.0,19000.0,12.61,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1100.0,15000.0,13.62,Independent House,Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1330.0,20000.0,15.02,Apartment,Unfurnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1280.0,16500.0,13.03,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1350.0,18500.0,13.69,Independent House,Unfurnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1400.0,19500.0,13.84,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1070.0,15000.0,14.13,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,3.0,2.0,1430.0,21000.0,14.58,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,2.0,2.0,1180.0,15500.0,13.29,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moosarambagh,4.0,3.0,1350.0,17000.0,12.69,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2400.0,37000.0,15.49,Apartment,Unfurnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,1950.0,35000.0,17.82,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,2080.0,36000.0,17.3,Independent House,Furnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,2050.0,33500.0,16.42,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2500.0,39000.0,15.67,Villa,Furnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,2140.0,36000.0,16.86,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,1.0,1.0,1920.0,34000.0,17.63,Apartment,Furnished,Hyderabad,Synthetic
Morning Raga,4.0,3.0,2240.0,35000.0,15.53,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,2010.0,34000.0,16.94,Apartment,Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2330.0,35000.0,15.08,Apartment,Unfurnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2520.0,40500.0,16.08,Independent House,Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2210.0,35500.0,16.1,Apartment,Furnished,Hyderabad,Synthetic
Morning Raga,1.0,1.0,1830.0,33000.0,18.13,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2210.0,36000.0,16.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,4.0,3.0,2690.0,44500.0,16.46,Apartment,Unfurnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2370.0,39500.0,16.6,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,1950.0,32000.0,16.53,Apartment,Unfurnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2300.0,36500.0,15.91,Apartment,Furnished,Hyderabad,Synthetic
Morning Raga,2.0,2.0,1940.0,32000.0,16.5,Apartment,Unfurnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2440.0,42500.0,17.49,Independent House,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2470.0,38000.0,15.34,Apartment,Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2320.0,39000.0,16.82,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2430.0,38500.0,15.85,Apartment,Furnished,Hyderabad,Synthetic
Morning Raga,4.0,3.0,2550.0,40000.0,15.6,Independent House,Unfurnished,Hyderabad,Synthetic
Morning Raga,4.0,3.0,2530.0,38500.0,15.13,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2180.0,34500.0,15.8,Villa,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2430.0,39500.0,16.27,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2230.0,34000.0,15.34,Independent House,Furnished,Hyderabad,Synthetic
Morning Raga,4.0,3.0,2620.0,42500.0,16.25,Apartment,Semi-Furnished,Hyderabad,Synthetic
Morning Raga,3.0,2.0,2330.0,38500.0,16.58,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,1010.0,20000.0,19.98,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1310.0,20500.0,15.53,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,1040.0,14500.0,14.14,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,1010.0,14500.0,14.41,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,1070.0,17000.0,15.69,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,730.0,13500.0,18.6,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,890.0,12000.0,13.29,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1170.0,17000.0,14.66,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,780.0,14000.0,17.77,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,4.0,3.0,1230.0,23000.0,18.73,Independent House,Unfurnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1020.0,13500.0,13.1,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar,1.0,1.0,1100.0,21500.0,19.42,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar,1.0,1.0,610.0,10500.0,17.43,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,1430.0,24500.0,17.29,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,940.0,19000.0,19.98,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1170.0,20500.0,17.67,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1470.0,23500.0,15.91,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,1120.0,21000.0,18.83,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1300.0,20500.0,15.71,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,960.0,17000.0,17.76,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,4.0,3.0,1010.0,17000.0,16.92,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1260.0,17000.0,13.67,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1250.0,25500.0,20.31,Independent House,Unfurnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1350.0,22000.0,16.18,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,1.0,1.0,620.0,12000.0,18.97,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,920.0,11000.0,12.22,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,2.0,2.0,960.0,14000.0,14.39,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar,1.0,1.0,860.0,15500.0,17.98,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1500.0,22000.0,14.51,Villa,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar,3.0,2.0,1190.0,18500.0,15.46,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,1.0,1.0,1460.0,25500.0,17.33,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1920.0,33000.0,17.07,Villa,Unfurnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,2000.0,28500.0,14.14,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1590.0,27000.0,16.95,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,2090.0,33000.0,15.74,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,1990.0,31500.0,15.92,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,2110.0,37500.0,17.84,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1930.0,31000.0,16.06,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1750.0,28500.0,16.23,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1620.0,27500.0,17.08,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1990.0,35000.0,17.61,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1700.0,31000.0,18.24,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1930.0,32000.0,16.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1870.0,32000.0,17.15,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1660.0,29500.0,17.64,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1520.0,27000.0,17.87,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1760.0,30000.0,17.1,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1860.0,33000.0,17.83,Independent House,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,1.0,1.0,1290.0,23500.0,18.28,Villa,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1810.0,31000.0,17.14,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,2180.0,34500.0,15.72,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1820.0,31500.0,17.32,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1780.0,30500.0,17.14,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,2050.0,32000.0,15.65,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,4.0,3.0,1930.0,29500.0,15.38,Apartment,Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1730.0,29000.0,16.7,Apartment,Unfurnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1860.0,29000.0,15.52,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,3.0,2.0,1710.0,32500.0,18.89,Independent House,Unfurnished,Hyderabad,Synthetic
Moti Nagar-Erragadda,2.0,2.0,1500.0,26000.0,17.35,Independent House,Unfurnished,Hyderabad,Synthetic
Moula Ali,4.0,3.0,2010.0,27000.0,13.52,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1140.0,16000.0,14.18,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1060.0,15000.0,14.29,Independent House,Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1400.0,15000.0,10.56,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1320.0,16500.0,12.48,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,920.0,12500.0,13.8,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1330.0,17000.0,12.86,Independent House,Unfurnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1790.0,20500.0,11.33,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,910.0,11500.0,12.82,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1560.0,19000.0,12.05,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1220.0,18000.0,14.93,Apartment,Unfurnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1020.0,13000.0,12.9,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1620.0,19000.0,11.84,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1790.0,26500.0,14.84,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,4.0,3.0,1140.0,15500.0,13.5,Independent House,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1390.0,20000.0,14.33,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1280.0,17500.0,13.51,Villa,Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,880.0,11500.0,13.12,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1870.0,27000.0,14.49,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1260.0,16500.0,13.26,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,1.0,1.0,800.0,11500.0,14.36,Apartment,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1270.0,17000.0,13.2,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1430.0,17500.0,12.21,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1390.0,16500.0,12.02,Independent House,Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,930.0,12500.0,13.32,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,970.0,10000.0,10.11,Independent House,Furnished,Hyderabad,Synthetic
Moula Ali,4.0,3.0,1710.0,21000.0,12.36,Apartment,Unfurnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,1770.0,18500.0,10.41,Apartment,Furnished,Hyderabad,Synthetic
Moula Ali,2.0,2.0,940.0,13000.0,13.68,Villa,Semi-Furnished,Hyderabad,Synthetic
Moula Ali,3.0,2.0,1460.0,19000.0,12.92,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,2.0,2.0,3090.0,52000.0,16.81,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3260.0,52000.0,15.96,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3220.0,53500.0,16.65,Independent House,Semi-Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3210.0,50500.0,15.74,Villa,Semi-Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3450.0,53000.0,15.31,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,1.0,1.0,2810.0,49500.0,17.6,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3330.0,48500.0,14.59,Villa,Unfurnished,Hyderabad,Synthetic
Mount Meru,1.0,1.0,2850.0,50500.0,17.73,Independent House,Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3200.0,47500.0,14.92,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3160.0,48500.0,15.27,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,2.0,2.0,2850.0,45000.0,15.73,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mount Meru,1.0,1.0,2750.0,51500.0,18.71,Villa,Furnished,Hyderabad,Synthetic
Mount Meru,1.0,1.0,2810.0,51500.0,18.38,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3320.0,54000.0,16.25,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,2.0,2.0,2860.0,48500.0,16.96,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,1.0,1.0,2830.0,50500.0,17.93,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3150.0,52000.0,16.45,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3360.0,48000.0,14.26,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3440.0,51500.0,14.94,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3530.0,57500.0,16.23,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3280.0,50500.0,15.43,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3380.0,59000.0,17.51,Villa,Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3220.0,54500.0,16.92,Apartment,Semi-Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3250.0,49500.0,15.26,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3280.0,54500.0,16.57,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,4.0,3.0,3500.0,56500.0,16.16,Independent House,Furnished,Hyderabad,Synthetic
Mount Meru,2.0,2.0,2840.0,44500.0,15.75,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,1.0,1.0,2970.0,49000.0,16.55,Apartment,Unfurnished,Hyderabad,Synthetic
Mount Meru,2.0,2.0,2870.0,47000.0,16.31,Apartment,Furnished,Hyderabad,Synthetic
Mount Meru,3.0,2.0,3130.0,51500.0,16.4,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1370.0,31500.0,23.06,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,4.0,3.0,1480.0,34000.0,22.84,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,1.0,1.0,850.0,21000.0,24.62,Independent House,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1000.0,22500.0,22.63,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1400.0,33000.0,23.71,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1200.0,28500.0,23.67,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1130.0,26500.0,23.26,Villa,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,4.0,3.0,1400.0,31500.0,22.38,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1290.0,28500.0,22.26,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1340.0,31000.0,23.29,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1310.0,31000.0,23.67,Villa,Furnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1080.0,27500.0,25.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1260.0,28000.0,22.37,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1320.0,30500.0,23.11,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1300.0,30500.0,23.3,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1450.0,34000.0,23.37,Independent House,Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1130.0,25000.0,22.15,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,1.0,1.0,900.0,20500.0,22.82,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1280.0,30000.0,23.45,Apartment,Furnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1110.0,26000.0,23.46,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1260.0,28000.0,22.28,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,1.0,1.0,1010.0,25000.0,24.91,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1480.0,31500.0,21.37,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,2.0,2.0,1170.0,29000.0,24.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,1.0,1.0,880.0,20500.0,23.26,Independent House,Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1370.0,30500.0,22.37,Apartment,Semi-Furnished,Hyderabad,Synthetic
Muppas Alankrita,3.0,2.0,1280.0,31000.0,24.11,Apartment,Unfurnished,Hyderabad,Synthetic
Muppas Alankrita,4.0,3.0,1600.0,37500.0,23.51,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,4.0,3.0,1200.0,12000.0,9.8,Apartment,Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,830.0,8500.0,9.96,Independent House,Furnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1090.0,10500.0,9.68,Independent House,Unfurnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,870.0,8500.0,9.99,Apartment,Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,940.0,9000.0,9.8,Independent House,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1200.0,12000.0,9.82,Villa,Unfurnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,920.0,9000.0,9.66,Apartment,Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,820.0,8000.0,9.64,Apartment,Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,770.0,8500.0,10.96,Independent House,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,1.0,1.0,640.0,6500.0,10.03,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,900.0,9000.0,10.26,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1010.0,10000.0,10.0,Apartment,Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,810.0,8500.0,10.26,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,780.0,7500.0,9.35,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,830.0,9500.0,11.31,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,940.0,8500.0,8.79,Independent House,Unfurnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,830.0,8000.0,9.47,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1160.0,12000.0,10.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,4.0,3.0,1250.0,11500.0,9.11,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,910.0,9000.0,9.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,1.0,1.0,920.0,8500.0,9.18,Apartment,Furnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1180.0,10000.0,8.66,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1130.0,10500.0,9.07,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,4.0,3.0,1190.0,10000.0,8.37,Independent House,Furnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,880.0,7500.0,8.79,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,2.0,2.0,880.0,7000.0,8.19,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,1150.0,12500.0,10.89,Apartment,Unfurnished,Hyderabad,Synthetic
Murad Nagar,3.0,2.0,970.0,10000.0,10.41,Apartment,Semi-Furnished,Hyderabad,Synthetic
Murad Nagar,4.0,3.0,1300.0,13000.0,9.82,Apartment,Furnished,Hyderabad,Synthetic
Musheerabad,2.0,2.0,1330.0,15000.0,11.13,Apartment,Unfurnished,Hyderabad,Synthetic
Musheerabad,3.0,2.0,1380.0,14500.0,10.61,Apartment,Unfurnished,Hyderabad,Synthetic
Musheerabad,2.0,2.0,1260.0,16000.0,12.55,Independent House,Semi-Furnished,Hyderabad,Synthetic
Musheerabad,1.0,1.0,1040.0,12500.0,12.25,Apartment,Furnished,Hyderabad,Synthetic
Musheerabad,2.0,2.0,1190.0,13500.0,11.19,Villa,Semi-Furnished,Hyderabad,Synthetic
Musheerabad,3.0,2.0,1370.0,16000.0,11.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Musheerabad,3.0,2.0,1440.0,17000.0,11.83,Apartment,Furnished,Hyderabad,Synthetic
Musheerabad,2.0,2.0,1190.0,15500.0,12.88,Independent House,Unfurnished,Hyderabad,Synthetic
