Locality,City,Project Name,Price (INR),Area (SqFt),Price/SqFt,BHK,Bathrooms,Property Type,Furnishing,Source,Scraped At
Nawab Saheb Kunta,Hyderabad,ibrahim enclave,₹35.00 L,790 sqft,"₹4,430/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
"Jahanuma, Nawab Saheb Kunta",Hyderabad,Independent House,₹50.00 L,1350 sqft,"₹3,704/sqft",4 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:45:59
Gudi Ka Dawakhana,Hyderabad,Independent House,₹55.00 L,900 sqft,"₹6,111/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Yousufguda,Hyderabad,Independent House,₹1.50 Cr,900 sqft,"₹16,667/sqft",3 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹72.00 L,2500 sqft,"₹2,880/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹18.00 L,780 sqft,"₹2,308/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹20.00 L,738 sqft,"₹2,710/sqft",2 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹28.00 L,934 sqft,"₹2,998/sqft",1 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹16.00 L,1300 sqft,"₹1,231/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹85.00 L,1900 sqft,"₹4,474/sqft",4 BHK,5,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹42.00 L,900 sqft,"₹4,667/sqft",3 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹1.10 Cr,1944 sqft,"₹5,658/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Jahanuma,Hyderabad,,₹1.50 Cr,1100 sqft,"₹13,636/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹1.20 Cr,4841 sqft,"₹2,472/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹70.00 L,126 sqft,"₹55,556/sqft",4 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹21.00 L,360 sqft,"₹5,833/sqft",1 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹45.00 L,954 sqft,"₹4,717/sqft",3 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
"19-4-281/M/37/75, Ansari Rd, Saleheen Colony, Nawab Saheb Kunta, Hyderabad, Telangana 500053, India",Hyderabad,Independent House,₹1.42 Cr,2190 sqft,"₹6,484/sqft",4 BHK,6,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:45:59
Tad Bun,Hyderabad,apaprment,₹1.05 Cr,1300 sqft,"₹8,077/sqft",3 BHK,2,Apartment,Furnished,nobroker.in,2026-02-25 15:45:59
Nawab Saheb Kunta,Hyderabad,Independent House,₹70.00 L,2700 sqft,"₹2,593/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Tadban,Hyderabad,Independent House,₹28.00 L,540 sqft,"₹5,185/sqft",2 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab saheb kunta,Hyderabad,Independent House,₹32.00 L,909 sqft,"₹3,520/sqft",3 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹2.77 Cr,2169 sqft,"₹12,778/sqft",4 BHK,5,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Kalapatther,Hyderabad,Independent House,₹25.00 L,890 sqft,"₹2,809/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
"Kalapather,",Hyderabad,apartment,₹30.00 L,750 sqft,"₹4,000/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Tad Bun,Hyderabad,Independent House,₹1.55 Cr,2700 sqft,"₹5,741/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Charminar,Hyderabad,Raza Apartment,₹36.00 L,825 sqft,"₹4,364/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹62.00 L,1237 sqft,"₹5,012/sqft",4 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
kala pathar,Hyderabad,Independent House,₹1.60 Cr,4000 sqft,"₹4,000/sqft",4 BHK,8,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹1.50 Cr,1413 sqft,"₹10,616/sqft",2 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹30.00 L,650 sqft,"₹4,615/sqft",2 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Falaknuma,Hyderabad,Independent House,₹55.00 L,1200 sqft,"₹4,583/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Falaknuma,Hyderabad,Independent House,₹52.00 L,1112 sqft,"₹4,676/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Falaknuma,Hyderabad,Independent House,₹65.00 L,1780 sqft,"₹3,652/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹71.00 L,990 sqft,"₹7,172/sqft",2 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:46:03
Falaknuma,Hyderabad,Independent House,₹2.10 Cr,1710 sqft,"₹12,281/sqft",4 BHK,6,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Falaknuma,Hyderabad,Independent House,₹1.20 Cr,1958 sqft,"₹6,129/sqft",4 BHK,5,Apartment,Furnished,nobroker.in,2026-02-25 15:46:03
"Nawab Saheb Kunta,",Hyderabad,Independent House,₹1.06 Cr,1350 sqft,"₹7,819/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹60.00 L,630 sqft,"₹9,524/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Nawab Saheb Kunta,Hyderabad,Independent House,₹55.00 L,2000 sqft,"₹2,750/sqft",4 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
jahanuma,Hyderabad,Independent House,₹4.50 Cr,2556 sqft,"₹17,606/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
Tadban,Hyderabad,Independent House,₹1.20 Cr,1440 sqft,"₹8,333/sqft",4 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:46:03
"Khaja Pahadi, Tad Bun,",Hyderabad,Independent House,₹1.05 Cr,1125 sqft,"₹9,333/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:46:03
Tad Bun,Hyderabad,Independent House,₹1.10 Cr,3600 sqft,"₹3,056/sqft",4 BHK,6,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:46:03
Balapur,Hyderabad,Independent House,₹85.00 L,1350 sqft,"₹6,296/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Orchids Residency,₹2.25 Cr,2250 sqft,"₹10,000/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹70.00 L,1080 sqft,"₹6,481/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Mohamed Apartment,₹3.00 Cr,900 sqft,"₹33,333/sqft",4 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹95.00 L,1080 sqft,"₹8,796/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹1.25 Cr,3600 sqft,"₹3,472/sqft",4 BHK,6,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹82.00 L,1350 sqft,"₹6,074/sqft",2 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹80.00 L,700 sqft,"₹11,429/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹2.80 Cr,6102 sqft,"₹4,589/sqft",4 BHK,12,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
"Shivrampalli Village, Sivarampalli",Hyderabad,Orchid Reside,₹3.60 Cr,5200 sqft,"₹6,923/sqft",4 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:00
Metro City Phase 4,Hyderabad,Independent House,₹1.20 Cr,1980 sqft,"₹6,061/sqft",3 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:00
Sri Venkateshwara Colony Road balapur,Hyderabad,Independent House,₹4.90 Cr,8160 sqft,"₹6,005/sqft",4 BHK,8,Apartment,Furnished,nobroker.in,2026-02-25 15:47:00
Mallapur,Hyderabad,Independent House,₹1.20 Cr,2700 sqft,"₹4,444/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹66.00 L,1023 sqft,"₹6,452/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Mallapur,Hyderabad,Independent House,₹85.00 L,1197 sqft,"₹7,101/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Mallapur,Hyderabad,GK Rama Saikrishna Nilayam,₹55.18 L,1022 sqft,"₹5,399/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:00
Mallapur,Hyderabad,Independent House,₹1.00 Cr,1350 sqft,"₹7,407/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Mallapur,Hyderabad,Standalone building,₹1.50 Cr,2400 sqft,"₹6,250/sqft",4 BHK,7,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Sree Balaji township,Hyderabad,Independent House,₹1.45 Cr,1600 sqft,"₹9,062/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Sree Balaji township,Hyderabad,Independent House,₹1.00 Cr,1200 sqft,"₹8,333/sqft",2 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹75.00 L,1260 sqft,"₹5,952/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹1.40 Cr,500 sqft,"₹28,000/sqft",1 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
"7GR3+GR, Hyderabad, Balapur, Telangana 500005, India",Hyderabad,Independent House,₹90.00 L,1950 sqft,"₹4,615/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹80.00 L,1250 sqft,"₹6,400/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
balapur,Hyderabad,Independent House,₹70.00 L,1197 sqft,"₹5,848/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹1.40 Cr,1602 sqft,"₹8,739/sqft",3 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:00
Balapur,Hyderabad,Independent House,₹64.00 L,1200 sqft,"₹5,333/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹1.50 Cr,3375 sqft,"₹4,444/sqft",4 BHK,7,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹1.20 Cr,1040 sqft,"₹11,538/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹2.40 Cr,5600 sqft,"₹4,286/sqft",4 BHK,9,Apartment,Furnished,nobroker.in,2026-02-25 15:47:03
"7FVX+P9W, Ganesh Enclave, Mallapur, Hyderabad, Balapur, Telangana 500005, India",Hyderabad,M B APARTMENT MALLAPUR,₹42.00 L,990 sqft,"₹4,242/sqft",2 BHK,2,Apartment,Furnished,nobroker.in,2026-02-25 15:47:03
Kurmalguda,Hyderabad,Independent House,₹34.00 L,1000 sqft,"₹3,400/sqft",3 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
"balapur,Mallapur",Hyderabad,Independent House,₹79.50 L,922 sqft,"₹8,623/sqft",2 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹75.00 L,1350 sqft,"₹5,556/sqft",2 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
"Balapur,",Hyderabad,Independent House,₹1.05 Cr,1400 sqft,"₹7,500/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹90.00 L,1063 sqft,"₹8,467/sqft",3 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹90.00 L,1143 sqft,"₹7,874/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
mallapur,Hyderabad,Independent House,₹90.00 L,2160 sqft,"₹4,167/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Mallapur,Hyderabad,Independent House,₹1.40 Cr,1800 sqft,"₹7,778/sqft",3 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Mallapur,Hyderabad,Independent House,₹1.20 Cr,2450 sqft,"₹4,898/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Mallapur,Hyderabad,Belmont Villas,₹1.65 Cr,2500 sqft,"₹6,600/sqft",3 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:03
Sree Balaji township,Hyderabad,Independent House,₹2.00 Cr,3105 sqft,"₹6,441/sqft",4 BHK,5,Apartment,Furnished,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹95.00 L,1200 sqft,"₹7,917/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹66.00 L,900 sqft,"₹7,333/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹1.25 Cr,2800 sqft,"₹4,464/sqft",3 BHK,4,Apartment,Furnished,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Dream City,₹80.00 L,1167 sqft,"₹6,855/sqft",3 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Mallapur,Hyderabad,Mohan brundavan apartments,₹32.00 L,1000 sqft,"₹3,200/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
"Mallapur, phase 2",Hyderabad,Independent House,₹71.00 L,1200 sqft,"₹5,917/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:03
Balapur,Hyderabad,Independent House,₹1.40 Cr,1350 sqft,"₹10,370/sqft",3 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:03
Abids,Hyderabad,maarool,₹1.10 Cr,1380 sqft,"₹7,971/sqft",3 BHK,3,Apartment,Furnished,nobroker.in,2026-02-25 15:43:46
Gun Foundry,Hyderabad,Standalone Building,₹22.00 Cr,4000 sqft,"₹55,000/sqft",4 BHK,6,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheer Bagh,Hyderabad,Meenakshi Elysia,₹5.14 Cr,3699 sqft,"₹13,896/sqft",4 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Jain Amolak Amare,₹2.46 Cr,2058 sqft,"₹11,953/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Independent House,₹1.50 Cr,1000 sqft,"₹15,000/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Independent House,₹9.00 Cr,1700 sqft,"₹52,941/sqft",3 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,grace apartment,₹1.61 Cr,1900 sqft,"₹8,500/sqft",3 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Northstar SP Palacio,₹3.15 Cr,2251 sqft,"₹13,994/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Gun Foundry,Hyderabad,Independent House,₹6.00 Cr,1500 sqft,"₹40,000/sqft",3 BHK,4,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheer Bagh,Hyderabad,Gunfoundry,₹46.00 L,700 sqft,"₹6,571/sqft",2 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Gun foundry,Hyderabad,Independent House,₹1.25 Cr,3000 sqft,"₹4,167/sqft",4 BHK,5,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheerbagh,Hyderabad,Deccan Towers,₹80.00 L,1105 sqft,"₹7,240/sqft",3 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheer Bagh,Hyderabad,madeena elite,₹40.00 L,1020 sqft,"₹3,922/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheerbagh,Hyderabad,Vibgyor Vertex,₹1.40 Cr,1420 sqft,"₹9,859/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Badar appartment,₹1.80 Cr,1400 sqft,"₹12,857/sqft",3 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Golden Gate Apartments,₹1.25 Cr,1300 sqft,"₹9,615/sqft",3 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Janata residency,₹65.00 L,1105 sqft,"₹5,882/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Nampally,Hyderabad,Park Royale Enclave,₹1.30 Cr,1963 sqft,"₹6,623/sqft",3 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Independent House,₹8.60 Cr,7500 sqft,"₹11,467/sqft",4 BHK,12,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,surabhi shraddha,₹1.30 Cr,1730 sqft,"₹7,514/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,nasav chambers,₹35.00 L,600 sqft,"₹5,833/sqft",1 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Nampally,Hyderabad,Lakshmi sai residency,₹1.20 Cr,1050 sqft,"₹11,429/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Abids,Hyderabad,Falcon Creast Appartment Abids,₹66.00 L,1076 sqft,"₹6,134/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:46
Kavadiguda,Hyderabad,"Indiabulls Central Park Hyderabad, Kavadiguda",₹1.45 Cr,1507 sqft,"₹9,622/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheer Bagh,Hyderabad,Independent House,₹1.20 Cr,1700 sqft,"₹7,059/sqft",4 BHK,5,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:46
Basheerbagh,Hyderabad,"The Legend Basheerbagh 1, Basheerbagh",₹2.20 Cr,1927 sqft,"₹11,417/sqft",3 BHK,3,Apartment,Furnished,nobroker.in,2026-02-25 15:43:46
Basheer Bagh,Hyderabad,shashi vihar,₹1.65 Cr,2600 sqft,"₹6,346/sqft",3 BHK,3,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
chirag ali,Hyderabad,shah manzil,₹55.00 L,1150 sqft,"₹4,783/sqft",2 BHK,2,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
Basheer Bagh,Hyderabad,Minar tower,₹90.00 L,1050 sqft,"₹8,571/sqft",2 BHK,2,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
Tukkuguda,Hyderabad,Adarsh shubham,₹70.00 L,1078 sqft,"₹6,494/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
Basheer Bagh,Hyderabad,Balaji&#39;s Starzup Premier Residence,₹1.45 Cr,1500 sqft,"₹9,667/sqft",3 BHK,3,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
Abids,Hyderabad,Purnima apartments,₹80.00 L,1300 sqft,"₹6,154/sqft",3 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
Deccan Towers,Hyderabad,Deccan Towers,₹1.00 Cr,1105 sqft,"₹9,050/sqft",3 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
Basheer Bagh,Hyderabad,Independent House,₹2.60 Cr,2340 sqft,"₹11,111/sqft",4 BHK,4,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
Basheer Bagh,Hyderabad,Sahil Noorani Opera Residency,₹1.06 Cr,1900 sqft,"₹5,579/sqft",3 BHK,3,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
basheerbagh,Hyderabad,Independent House,₹1.15 Cr,1023 sqft,"₹11,241/sqft",4 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
"Shergate, Basheer Bagh,",Hyderabad,Independent House,₹2.70 Cr,800 sqft,"₹33,750/sqft",2 BHK,1,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
Shergate,Hyderabad,aliya tower,₹35.00 L,1000 sqft,"₹3,500/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
Abids,Hyderabad,Agarwal Chambers,₹75.00 L,1632 sqft,"₹4,596/sqft",3 BHK,2,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
Abids,Hyderabad,"Agarwal Chambers, Abids",₹95.00 L,1640 sqft,"₹5,793/sqft",3 BHK,3,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
Abids,Hyderabad,mahaveer kunj,₹2.40 Cr,2400 sqft,"₹10,000/sqft",4 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
Abids,Hyderabad,Surabhi Shradha,₹95.00 L,1290 sqft,"₹7,364/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
Basheer Bagh,Hyderabad,Pearl Palace,₹6.00 Cr,5117 sqft,"₹11,726/sqft",4 BHK,5,Apartment,Furnished,nobroker.in,2026-02-25 15:43:49
"Sultan Bazar, Koti",Hyderabad,Standalone Building,₹90.00 L,1000 sqft,"₹9,000/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
Basheer Bagh,Hyderabad,Independent House,₹1.00 Cr,1530 sqft,"₹6,536/sqft",2 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
Hyderguda,Hyderabad,Mahaveer Apartment,₹80.00 L,1200 sqft,"₹6,667/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
Hyderguda,Hyderabad,kursheed heights,₹1.30 Cr,950 sqft,"₹13,684/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
"9FVH+7X7, Sultan Bazar, Abids, Hyderabad, Hyderguda, Telangana 500001, India",Hyderabad,Anantha Lakshmi Residency,₹88.00 L,1200 sqft,"₹7,333/sqft",2 BHK,2,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:43:49
King Koti,Hyderabad,standalone building,₹65.80 L,1400 sqft,"₹4,700/sqft",3 BHK,3,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
King Koti,Hyderabad,standalone building,₹47.00 L,1000 sqft,"₹4,700/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
"King Koti,",Hyderabad,Independent House,₹1.03 Cr,1035 sqft,"₹10,000/sqft",2 BHK,1,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:43:49
NFC Nagar,Hyderabad,Independent House,₹57.00 L,936 sqft,"₹6,090/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:13
Ghatkesar,Hyderabad,Independent House,₹55.00 L,900 sqft,"₹6,111/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:13
nfc nagar,Hyderabad,Independent House,₹4.00 Cr,8500 sqft,"₹4,706/sqft",4 BHK,10,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:13
NFC Nagar Ghatkesar,Hyderabad,Independent House,₹2.50 Cr,1000 sqft,"₹25,000/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:13
Ghatkesar,Hyderabad,Independent House,₹1.00 Cr,1344 sqft,"₹7,440/sqft",2 BHK,3,Apartment,Furnished,nobroker.in,2026-02-25 15:47:13
Ghatkesar,Hyderabad,Independent House,₹63.00 L,1620 sqft,"₹3,889/sqft",2 BHK,2,Apartment,NOT_FURNISHED,nobroker.in,2026-02-25 15:47:13
Ghatkesar,Hyderabad,Independent House,₹1.30 Cr,2400 sqft,"₹5,417/sqft",4 BHK,6,Apartment,Semi-Furnished,nobroker.in,2026-02-25 15:47:13
